particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x.x,y.x,file_name,license,col_id,session_id,file_id.x,x.y,y.y,SpectrumID,Organization,SpectrumType,SpectrumIdentity,Polymer.Category,LibraryType,OWNER,SpectralCollectionMode,Preprocessing,InstrumentUsed,RRUFFID,IDEAL CHEMISTRY,LOCALITY,SOURCE,STATUS,URL,MEASURED CHEMISTRY,OtherInformation,JCAMP-DX,YFACTOR,YUNITS,InstrumentMode,DELTAX,Sponsor,Color,Cell,ID,Comment,cell_plate_id,Form..film..foam.pliable..hard.,Brand,Item,Location,Notes,Longest.dimension,Width,Depth,Particle.mass..mg.,Tg..oC.,Tm..oC.,Onset....,Enthalpy..J.g.,Substance,Form,Colour,Filename,SourceDatabase,Method...49,File,QA/QC,Natural /Synthetic,Plastic/other,framework,Abbreviation,Source ID,Method...57,morphology,color,final_polymer_assignment,Citation,Plate,Itteration,SpectralResolution,InstrumentAccessories,Wavenumber_Range,PIN_ID,ORIENTATION,ID merged database,Database ID WWTP Paper/Kirstie/FLOPPE...70,Database ID WWTP Paper/Kirstie/FLOPPE...71,ID (ESM1),Longest_dimension,width,Cluster2018/WWTP,PRESSURE,TEMPERATURE,MaterialForm,MaterialProducer,NumberofAccumulations,TIME,Ratio against background,Truncated,ElementMultiply or ElementDivide,Collection length,Apodization,Bench serial number,Subtraction or Addition,Baseline Correction,Smooth,%Transmittance->Absorbance,Sample gain,Number of background scans,Background gain,Sample spacing,Number of scan points,Resolution points,Number of FFT points,ZPD,Library ID Shortform,Grating,Hole size (nm),Slit (um),Filter (%),Delay (s),DATE,MOLFORM,$NIST SOURCE,$NIST DOC FILE,$NIST PSD FILE,APERTURE,BEAMSPLITTER,DETECTOR (DIA. DET. PORT IN SPHERE),SPHERE DIAMETER,ACQUISITION MODE,SCANNER SPEED,PHASE CORRECTION,ZEROFILLING,WAVENUMBER ACCURACY,LOW PASS FILTER,SWITCH GAIN ON,$NIST ID,COADDED SCANS,PHASE RESOLUTION,MW,ContactInfo,CASNumber,MaterialQuality,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,DENSITY,new_label,polymer_class,plastic_or_not,url_polymer_class,polymer,url_polymer,url_more_info,snr_deriv,file_id.y
11,11,,,-9693,-10033,50-100,100-200,fragment,brown,,,11,V2.10,5fec4ecac41129e8378dacaafc32fc87,0.806235,0.7,TRUE,5.17341,4,TRUE,TRUE,1,3,CUES_March242022_a_top_100_1-250011.CSV,CC BY-NC,V2.10,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,4250f5988579f452e210683156565caf,44,79,"./Fibers Agave americana (Dvira, Israel).dx kimmel",Kimmel_Center,FTIR,"Fibers Agave americana (Dvira, Israel)",NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,4816.578,77f837c1640910f2879184d61ef1df48
12,12,,,-9440,-9193,<50,400-500,fiber/filament,translucent,"remainder of the particle on the edge, full length unknown",,12,V2.11,c32fba08339d16644a00f51607fcd31c,0.734236,0.7,TRUE,5.055161,4,TRUE,TRUE,2,3,CUES_March242022_a_top_100_1-250012.CSV,CC BY-NC,V2.11,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,84d453c2bbf8174d10340b51735598a1,56,161,Reflectance_4_H8_2,Win Cowger and Sebastian Primpke,FTIR,fibre_indian_raw_cotton,,,,Reflectance,None,,,,,,,,,,,,,,,,,H8,primpke_103,,4_H8,,,,,,,,,,,,,,fibre_indian_raw_cotton,fibre,white,Baumwolle_indian raw cotton-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_indian_raw_cotton,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,21,103,103,103,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,49.05122,77f837c1640910f2879184d61ef1df48
13,13,,,-9098,-7692,50-100,50-100,fragment,translucent,"towards edge of filter, bad spectra",,13,V2.12,3746544bc662c243c974b40c15567e54,0.741588,0.7,TRUE,3.02536,4,FALSE,FALSE,3,3,CUES_March242022_a_top_100_1-250013.CSV,CC BY-NC,V2.12,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,8737588911572f980b939a9d04e83226,6,46,./Wood fossil (Untreated) Cave of Letters 3916.dx kimmel,Kimmel_Center,FTIR,Wood fossil (Untreated) Cave of Letters 3916,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,14541.42,77f837c1640910f2879184d61ef1df48
14,14,,,-9321,-8175,<50,200-300,fiber/filament,translucent,"remainder of the particle on the edge, full length unknown",,14,V2.13,e0964f84d2767b7de93ddeeef29411a5,0.745148,0.7,TRUE,5.454306,4,TRUE,TRUE,4,3,CUES_March242022_a_top_100_1-250014.CSV,CC BY-NC,V2.13,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,b71b487b50b489703d5126e3ca4c14d4,50,185,./Clay trace calcite 450 C Ashkelon.dx kimmel,Kimmel_Center,FTIR,G38IA 450 CLAY,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/11/2011 15:54:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,388.9293,77f837c1640910f2879184d61ef1df48
15,15,,,-9024,-8557,50-100,200-300,fragment,brown,translucent-brown,,15,V2.14,34e599ab99c4455d53e511afc8919c96,0.778736,0.7,TRUE,5.820909,4,TRUE,TRUE,5,3,CUES_March242022_a_top_100_1-250015.CSV,CC BY-NC,V2.14,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,5a863ec33bc8e3f480672de90accc70e,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
16,16,,,-9163,-9749,50-100,50-100,fragment,brown,,,16,V2.15,6d93359dcfa9e4eaa7609c9cd977c987,0.732412,0.7,TRUE,11.10779,4,TRUE,TRUE,1,4,CUES_March242022_a_top_100_1-250016.CSV,CC BY-NC,V2.15,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,d3a9135167353be0a129d1d47e2e9ead,140,90,Transmission_5_A2_3,Win Cowger and Sebastian Primpke,FTIR,fibre_cocoanut,,,,Transmission,None,,,,,,,,,,,,,,,,,A2,primpke_40,,5_A2,,,,,,,,,,,,,,fibre_cocoanut,fibre,brown,Kokos-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cocoanut,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,3,,,,,,86,40,40,40,,,13,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,27.53006,77f837c1640910f2879184d61ef1df48
17,17,,,-9167,-9918,100-200,200-300,fragment,white,,,17,V2.16,68fa761d5352deac65a3f8a8ead2f3e8,0.854594,0.7,TRUE,6.626638,4,TRUE,TRUE,2,4,CUES_March242022_a_top_100_1-250017.CSV,CC BY-NC,V2.16,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3886e50fca366362aece6f2dab93dbaa,161,86,Reflectance_5_A10_2,Win Cowger and Sebastian Primpke,FTIR,fibre_poplar_down,,,,Reflectance,None,,,,,,,,,,,,,,,,,A10,primpke_246,,5_A10,,,,,,,,,,,,,,fibre_poplar_down,fibre,white,Pappelflaum 2-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_poplar_down,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,2,,,,,,108,246,246,246,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,78.54448,77f837c1640910f2879184d61ef1df48
18,18,,,-9340,-9896,50-100,100-200,fragment,translucent,"translucent-brown, couldn't get a clear shot of the particle because some of 19 was in the frame",good match to polyterephthalates,18,V2.17,b2e98ca3e3f6698b54d4404a5f86e2ff,0.7995,0.7,TRUE,8.414138,4,TRUE,TRUE,3,4,CUES_March242022_a_top_100_1-250018.CSV,CC BY-NC,V2.17,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,6b22fb0204fb5a3bf1fb043f8ba96f1f,166,147,MIPPR_C:/Users/winco/OneDrive/Documents/Spectra/images/PET.2.csvV39849,Moore Institute for Plastic Pollution Research,FTIR,PET.2,,,,Reflectance,None,Nicolet iN10,,,,,,,,,,,,,,Collin Joel Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyterephthalates,plastic,https://www.polymerdatabase.com/polymer%20index/polyterephthalates.html,POLY(ETHYLENE TEREPHTHALATE),https://www.polymerdatabase.com/polymers/polyethyleneterephthalate.html,https://www.polymerdatabase.com/polymer%20classes/Polyester%20type.html,64.61079,77f837c1640910f2879184d61ef1df48
19,19,,,-9038,-10124,<50,300-400,fiber/filament,translucent,,unknown (other plastic and polycrylonitriles),19,V2.18,7d8b29b8e9ef0110585c62b30af7f277,0.833112,0.7,TRUE,20.71481,4,TRUE,TRUE,4,4,CUES_March242022_a_top_100_1-250019.CSV,CC BY-NC,V2.18,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3d2bf8bd4dae4d650899bd644168b6ef,101,103,EVA 5. Green Fiber,"FLOPP, De Frond et al. 2021",FTIR,EVA 5. Green Fiber,Other - Thermoplastic,Polymers,Nicolet,,,Nicolet iN10 MX,,,,Thermo Fisher Scientific Corporation,,,,https://doi.org/10.1021/acs.analchem.1c02549,5.01 $$ Nicolet v. 970,1.00E-09,TRANSMITTANCE,TRANSMITTANCE,1.928548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,32,8:59:52,Ratio against background,Truncated,ElementMultiply or ElementDivide,11.19 sec,N-B strong;,ALK1911898;,,,,,1,32,1,2,8480,4096,8192,4096,,,,,,,########,,,,,,,,,,,Mertz;,,,,,,,,,,,,15798.67 cm-1,11.19 sec,,,,,,,Other Plastic,plastic,Plastic that doesn't fit the other categories that we have definitions for.,ETHYLENE-VINYL ACETATE,https://en.wikipedia.org/wiki/Ethylene-vinyl_acetate,,237.9326,77f837c1640910f2879184d61ef1df48
20,20,,,-9306,-16645,50-100,50-100,fragment,white,,good match to polyolefins,20,V2.19,2118f7479ef31c5ba12ecbbf8067a4e1,0.922903,0.7,TRUE,27.76947,4,TRUE,TRUE,5,4,CUES_March242022_a_top_100_1-250020.CSV,CC BY-NC,V2.19,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,06a0936a7509d1130214de38c3fa2685,194,27,Transmission_8_H2_0,Win Cowger and Sebastian Primpke,FTIR,PP,,,,Transmission,None,,,,,,,,,,,,,,,,,H2,Lisa_B5_O_300_53_3,,8_H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Line/Filament,grün,PP,"Roscher, Lisa; Fehres, Annika; Reisel, Lorenz; Halbach, Maurits; Scholz-BÃ¶ttcher, Barbara; Gerriets, Michaela; Badewien, Thomas H; Shiravani, Gholamreza; Wurpts, Andreas; Primpke, Sebastian; Gerdts, Gunnar (2021): Abundances of large microplastics (L-MP, 500-5000 Âµm) in surface waters of the Weser estuary and the German North Sea (April 2018). PANGAEA, https://doi.org/10.1594/PANGAEA.938143",8,0,,,,,,,,,,1628,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(PROPYLENE),https://www.polymerdatabase.com/polymers/polypropylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,114.8633,77f837c1640910f2879184d61ef1df48
21,21,,,-8941,-16514,100-200,100-200,fragment,white,,,21,V2.20,4a71b366cc4e7ef39e8dc309452f1a47,0.896981,0.7,TRUE,47.4316,4,TRUE,TRUE,1,5,CUES_March242022_a_top_100_1-250021.CSV,CC BY-NC,V2.20,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,7cd74dcca91fc19e65c9b663b5ae2e9b,12,62,Transmission_4_E8_1,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Transmission,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,262.7351,77f837c1640910f2879184d61ef1df48
22,22,,,-8776,-18077,<50,50-100,fiber/filament,translucent,"remainder of the particle on the edge, full length unknown",,22,V2.21,0465e1fcf8316a052008827df7c4bc8f,0.74684,0.7,TRUE,7.378316,4,TRUE,TRUE,2,5,CUES_March242022_a_top_100_1-250022.CSV,CC BY-NC,V2.21,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,f239bc36774b0126acea38350bf4caca,150,4,Cotton 13. Yellow Fiber,"FLOPP, De Frond et al. 2021",FTIR,Cotton 13. Yellow Fiber,NA,Polymers,Nicolet,,,Nicolet iN10 MX,,,,Thermo Fisher Scientific Corporation,,,,https://doi.org/10.1021/acs.analchem.1c02549,5.01 $$ Nicolet v. 970,1.00E-08,TRANSMITTANCE,TRANSMITTANCE,1.928548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,32,16:49:34,Ratio against background,Truncated,ElementMultiply or ElementDivide,11.18 sec,N-B strong;,ALK1911898;,,,,,1,32,1,2,8480,4096,8192,4096,,,,,,,########,,,,,,,,,,,Mertz;,,,,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,250.0756,77f837c1640910f2879184d61ef1df48
23,23,,,-8619,-17922,<50,300-400,fiber/filament,translucent,,,23,V2.22,34e599ab99c4455d53e511afc8919c96,0.734129,0.7,TRUE,5.252063,4,TRUE,TRUE,3,5,CUES_March242022_a_top_100_1-250023.CSV,CC BY-NC,V2.22,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3be579ecb6af10455d9478513c09db23,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
24,24,,,-8761,-17895,50-100,50-100,fragment,brown,,,24,V2.23,9b4c51211a2220d013e9549c18b4ac26,0.853821,0.7,TRUE,5.314974,4,TRUE,TRUE,4,5,CUES_March242022_a_top_100_1-250024.CSV,CC BY-NC,V2.23,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,e99129f085d2e7d8093d391d2f23e680,24,128,./Pollen 3 Pinus recent.dx kimmel,Kimmel_Center,FTIR,Recent Pollen 3 Pinus,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-0.96423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,574.1154,77f837c1640910f2879184d61ef1df48
25,25,,,-8526,-16050,<50,200-300,fiber/filament,translucent,,,25,V2.24,34e599ab99c4455d53e511afc8919c96,0.845843,0.7,TRUE,9.463724,4,TRUE,TRUE,5,5,CUES_March242022_a_top_100_1-250025.CSV,CC BY-NC,V2.24,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,361ea523b48d29e1f8184eaaed2ad2f3,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
26,1,,,-8715,-11689,<50,200-300,fiber/filament,translucent,,,1,V2,7125b4067cec78eadcd3da7e744ca260,0.790521,0.7,TRUE,5.794244,4,TRUE,TRUE,1,1,CUES_March242022_a_top_100_26-500001.CSV,CC BY-NC,V2,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,cc50ad0d5e7a420868e7150b467300da,87,93,Transmission_4_H4_0,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_combers,,,,Transmission,None,,,,,,,,,,,,,,,,,H4,primpke_47,,4_H4,,,,,,,,,,,,,,fibre_cotton_combers,fibre,white,Baumwolle_Combers-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_combers,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,20,47,47,47,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,58.95963,77f837c1640910f2879184d61ef1df48
27,2,,,-8648,-11013,<50,500-600,fiber/filament,translucent,,,2,V2.1,34e599ab99c4455d53e511afc8919c96,0.849696,0.7,TRUE,6.649628,4,TRUE,TRUE,2,1,CUES_March242022_a_top_100_26-500002.CSV,CC BY-NC,V2.1,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,cd748e18cb82a9fa0d24030617d7da21,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
28,3,,,-8431,-9129,100-200,200-300,fragment,brown,translucent-brown,,3,V2.2,1ea98c5515bcc91eef87a3568a8b6e93,0.775448,0.7,TRUE,7.605555,4,TRUE,TRUE,3,1,CUES_March242022_a_top_100_26-500003.CSV,CC BY-NC,V2.2,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,dbd8dccc4dc65dc69cac9fa26640f655,200,25,./Olive pit outer cuticle.dx kimmel,Kimmel_Center,FTIR,Olive pit fresh_peel,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 17:57:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,112.2254,77f837c1640910f2879184d61ef1df48
29,4,,,-8836,-8390,100-200,100-200,film,translucent,,good match to polyolefins,4,V2.3,ab621a979ccbfbb66ddf1b3059810902,0.939566,0.7,TRUE,30.41335,4,TRUE,TRUE,4,1,CUES_March242022_a_top_100_26-500004.CSV,CC BY-NC,V2.3,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,8330851c6cff9d33a1a805dd2b92e614,82,141,Transmission_8_D7_0,Win Cowger and Sebastian Primpke,FTIR,PE,,,,Transmission,None,,,,,,,,,,,,,,,,,D7,Lisa_C2_O_300_53_7,,8_D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragment,blau,PE,"Roscher, Lisa; Fehres, Annika; Reisel, Lorenz; Halbach, Maurits; Scholz-BÃ¶ttcher, Barbara; Gerriets, Michaela; Badewien, Thomas H; Shiravani, Gholamreza; Wurpts, Andreas; Primpke, Sebastian; Gerdts, Gunnar (2021): Abundances of large microplastics (L-MP, 500-5000 Âµm) in surface waters of the Weser estuary and the German North Sea (April 2018). PANGAEA, https://doi.org/10.1594/PANGAEA.938143",8,0,,,,,,,,,,891,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(ETHYLENE),https://www.polymerdatabase.com/polymers/polyethylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,174.4454,77f837c1640910f2879184d61ef1df48
