particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x.x,y.x,file_name,license,col_id,session_id,file_id.x,x.y,y.y,SpectrumID,Organization,SpectrumType,SpectrumIdentity,Polymer.Category,LibraryType,OWNER,SpectralCollectionMode,Preprocessing,InstrumentUsed,RRUFFID,IDEAL CHEMISTRY,LOCALITY,SOURCE,STATUS,URL,MEASURED CHEMISTRY,OtherInformation,JCAMP-DX,YFACTOR,YUNITS,InstrumentMode,DELTAX,Sponsor,Color,Cell,ID,Comment,cell_plate_id,Form..film..foam.pliable..hard.,Brand,Item,Location,Notes,Longest.dimension,Width,Depth,Particle.mass..mg.,Tg..oC.,Tm..oC.,Onset....,Enthalpy..J.g.,Substance,Form,Colour,Filename,SourceDatabase,Method...49,File,QA/QC,Natural /Synthetic,Plastic/other,framework,Abbreviation,Source ID,Method...57,morphology,color,final_polymer_assignment,Citation,Plate,Itteration,SpectralResolution,InstrumentAccessories,Wavenumber_Range,PIN_ID,ORIENTATION,ID merged database,Database ID WWTP Paper/Kirstie/FLOPPE...70,Database ID WWTP Paper/Kirstie/FLOPPE...71,ID (ESM1),Longest_dimension,width,Cluster2018/WWTP,PRESSURE,TEMPERATURE,MaterialForm,MaterialProducer,NumberofAccumulations,TIME,Ratio against background,Truncated,ElementMultiply or ElementDivide,Collection length,Apodization,Bench serial number,Subtraction or Addition,Baseline Correction,Smooth,%Transmittance->Absorbance,Sample gain,Number of background scans,Background gain,Sample spacing,Number of scan points,Resolution points,Number of FFT points,ZPD,Library ID Shortform,Grating,Hole size (nm),Slit (um),Filter (%),Delay (s),DATE,MOLFORM,$NIST SOURCE,$NIST DOC FILE,$NIST PSD FILE,APERTURE,BEAMSPLITTER,DETECTOR (DIA. DET. PORT IN SPHERE),SPHERE DIAMETER,ACQUISITION MODE,SCANNER SPEED,PHASE CORRECTION,ZEROFILLING,WAVENUMBER ACCURACY,LOW PASS FILTER,SWITCH GAIN ON,$NIST ID,COADDED SCANS,PHASE RESOLUTION,MW,ContactInfo,CASNumber,MaterialQuality,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,DENSITY,new_label,polymer_class,plastic_or_not,url_polymer_class,polymer,url_polymer,url_more_info,snr_deriv,file_id.y
30,5,,,-8520,-7064,<50,600-700,fiber/filament,translucent,,,5,V2.4,7125b4067cec78eadcd3da7e744ca260,0.81322,0.7,TRUE,3.788672,4,FALSE,FALSE,5,1,CUES_March242022_a_top_100_26-500005.CSV,CC BY-NC,V2.4,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,642cf02d697333bc28e6564b08f4ffa9,87,93,Transmission_4_H4_0,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_combers,,,,Transmission,None,,,,,,,,,,,,,,,,,H4,primpke_47,,4_H4,,,,,,,,,,,,,,fibre_cotton_combers,fibre,white,Baumwolle_Combers-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_combers,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,20,47,47,47,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,58.95963,77f837c1640910f2879184d61ef1df48
31,6,,,-8119,-7971,200-300,200-300,fragment,brown,translucent-brown,,6,V2.5,3746544bc662c243c974b40c15567e54,0.826689,0.7,TRUE,5.223742,4,TRUE,TRUE,1,2,CUES_March242022_a_top_100_26-500006.CSV,CC BY-NC,V2.5,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,ffd8932408308db0192e3a09d85f482f,6,46,./Wood fossil (Untreated) Cave of Letters 3916.dx kimmel,Kimmel_Center,FTIR,Wood fossil (Untreated) Cave of Letters 3916,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,14541.42,77f837c1640910f2879184d61ef1df48
32,7,,,-8213,-8835,100-200,400-500,fragment,white,translucent-white,good match to polyolefins (polyethylene and PP),7,V2.6,9003be37998a5641242817a041ca9a17,0.844054,0.7,TRUE,6.37608,4,TRUE,TRUE,2,2,CUES_March242022_a_top_100_26-500007.CSV,CC BY-NC,V2.6,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,74ddd30bbf2e0edd2335c2075c3616b2,111,118,polyethylene_201_aline,Aline Carvalho,FTIR,polyethylene,,,,ATR,ATR correction,"Thermo Nicolet 670, Thermo Fisher Scientific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,(ATR diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(ETHYLENE),https://www.polymerdatabase.com/polymers/polyethylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,75.33113,77f837c1640910f2879184d61ef1df48
33,8,,,-8411,-10533,<50,400-500,fiber/filament,translucent,,,8,V2.7,7125b4067cec78eadcd3da7e744ca260,0.877545,0.7,TRUE,9.231295,4,TRUE,TRUE,3,2,CUES_March242022_a_top_100_26-500008.CSV,CC BY-NC,V2.7,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,ad2f6b5583884957fa6a2eb0ae7d07f7,87,93,Transmission_4_H4_0,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_combers,,,,Transmission,None,,,,,,,,,,,,,,,,,H4,primpke_47,,4_H4,,,,,,,,,,,,,,fibre_cotton_combers,fibre,white,Baumwolle_Combers-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_combers,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,20,47,47,47,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,58.95963,77f837c1640910f2879184d61ef1df48
34,9,,,-8109,-10740,50-100,50-100,fragment,brown,,,9,V2.8,2a352c12e74b79584a01129ca7d2444c,0.728026,0.7,TRUE,16.85617,4,TRUE,TRUE,4,2,CUES_March242022_a_top_100_26-500009.CSV,CC BY-NC,V2.8,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,05c12fe0d1bab8caa9a007e4c779577f,91,35,PhillipsiteCa__R060161__Broad_Scan__780__0__unoriented__Raman_Data_RAW__20790,RRUFF,Raman,Phillipsite-Ca,NA,Minerals,RRUFF,,,,R060161,Ca_3_(Si_10_Al_6_)O_32_&#183;12H_2_O,"Sasback on Rhine, Germany",Marcus Origlieri,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,rruff.info/R060161,(K_0.72_Ca_0.50_Na_0.17_Ba_0.03_)_Î£=1.42_(Si_5.65_Al_2.35_)_Î£=8_O_16_Â·6H_2_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coating of colorless pseudo-octahedral shaped crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERAL,not plastic,https://www.dictionary.com/browse/mineral,,,,343.2499,77f837c1640910f2879184d61ef1df48
35,10,,,-7867,-15949,100-200,100-200,fragment,white,,,10,V2.9,07dde3ae33038da49832526ed2d0ab85,0.748277,0.7,TRUE,8.24984,4,TRUE,TRUE,5,2,CUES_March242022_a_top_100_26-500010.CSV,CC BY-NC,V2.9,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,042066ff19d25b2cf870e941d9edb22a,96,7,"./Amber (Baltic, A. Nissenbaum).dx kimmel",Kimmel_Center,FTIR,Amber (Baltic; A. Nissenbaum),NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERAL,not plastic,https://www.dictionary.com/browse/mineral,,,,41750.05,77f837c1640910f2879184d61ef1df48
36,11,,,-8252,-17794,50-100,50-100,fragment,brown,,,11,V2.10,82919a38837d1b84f7deabc57364cc9a,0.815674,0.7,TRUE,10.31677,4,TRUE,TRUE,1,3,CUES_March242022_a_top_100_26-500011.CSV,CC BY-NC,V2.10,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,d945b24e16b4e1cac23fb6c3608ae3c0,123,107,./Resin tree modern Boswellia sacra.dx kimmel,Kimmel_Center,FTIR,Res 11 Boswellia Sacra,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 18:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,316.2082,77f837c1640910f2879184d61ef1df48
37,12,,,-7873,-14578,<50,100-200,fiber/filament,translucent,,,12,V2.11,47d7c4e929f3bc7648ff249fc5e46573,0.756493,0.7,TRUE,7.923531,4,TRUE,TRUE,2,3,CUES_March242022_a_top_100_26-500012.CSV,CC BY-NC,V2.11,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,60ee6d09e2910208200d9f368585fb4d,180,59,"./Tuff, volcanic, from Mt. Bental, Golan Heights.dx kimmel",Kimmel_Center,FTIR,"Tuff, volcanic, from Mt. Bental, Golan Heights",NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/04/2009 14:21:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERAL,not plastic,https://www.dictionary.com/browse/mineral,,,,235.0867,77f837c1640910f2879184d61ef1df48
38,13,,,-7816,-12666,50-100,100-200,fragment,translucent,,,13,V2.12,34e599ab99c4455d53e511afc8919c96,0.873016,0.7,TRUE,7.099042,4,TRUE,TRUE,3,3,CUES_March242022_a_top_100_26-500013.CSV,CC BY-NC,V2.12,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,fd133bfbe420b05bc54ec627e5c76cc4,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
39,14,,,-7234,-7568,100-200,300-400,fragment,brown,,,14,V2.13,d36fdfd03e46e58210506d7972021c97,0.752738,0.7,TRUE,4.119487,4,TRUE,TRUE,4,3,CUES_March242022_a_top_100_26-500014.CSV,CC BY-NC,V2.13,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,d31ea87f89af7f75df5a3568e17ecdfb,104,174,"./Wood Tamarisk modern Timna, Israel.dx kimmel",Kimmel_Center,FTIR,"Wood Tamarisk modern Timna, Israel",NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,18496.13,77f837c1640910f2879184d61ef1df48
40,15,,,-7353,-5654,<50,400-500,fiber/filament,translucent,,"peaks look good, there are organic matter in top matches",15,V2.14,6b25267b902bd50012a1b52ab49b7101,0.797729,0.7,TRUE,4.361658,4,TRUE,TRUE,5,3,CUES_March242022_a_top_100_26-500015.CSV,CC BY-NC,V2.14,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,059fad3a3baa65d793836a33e426c816,123,88,MIPPR_C:/Users/winco/OneDrive/Documents/Spectra/images/PET.2.csvV39059,Moore Institute for Plastic Pollution Research,FTIR,PET.2,,,,Reflectance,None,Nicolet iN10,,,,,,,,,,,,,,Collin Joel Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyterephthalates,plastic,https://www.polymerdatabase.com/polymer%20index/polyterephthalates.html,POLY(ETHYLENE TEREPHTHALATE),https://www.polymerdatabase.com/polymers/polyethyleneterephthalate.html,https://www.polymerdatabase.com/polymer%20classes/Polyester%20type.html,40.43214,77f837c1640910f2879184d61ef1df48
41,16,,,7181,-5688,100-200,100-200,film,translucent,,,16,V2.15,4a71b366cc4e7ef39e8dc309452f1a47,0.88086,0.7,TRUE,26.26488,4,TRUE,TRUE,1,4,CUES_March242022_a_top_100_26-500016.CSV,CC BY-NC,V2.15,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,44bfb80fa3b23db382a19a1f0c1fde7f,12,62,Transmission_4_E8_1,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Transmission,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,262.7351,77f837c1640910f2879184d61ef1df48
42,17,,,-7015,-5860,100-200,300-400,fragment,brown,,,17,V2.16,c0607ce3dd52f705b20b515b9770795b,0.808137,0.7,TRUE,3.67761,4,FALSE,FALSE,2,4,CUES_March242022_a_top_100_26-500017.CSV,CC BY-NC,V2.16,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,dbfbec4de4fe71a2323ae255b7aadf11,209,158,Reflectance_4_H9_1,Win Cowger and Sebastian Primpke,FTIR,fibre_linen,,,,Reflectance,None,,,,,,,,,,,,,,,,,H9,primpke_121,,4_H9,,,,,,,,,,,,,,fibre_linen,fibre,brown,Flachs-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_linen,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,1,,,,,,65,121,121,121,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,61.07277,77f837c1640910f2879184d61ef1df48
43,18,,,-7207,-14651,100-200,100-200,fragment,white,interesting spectra,,18,V2.17,83dc9a3599377ea904f30c5d4fff9750,0.772263,0.7,TRUE,18.90187,4,TRUE,TRUE,3,4,CUES_March242022_a_top_100_26-500018.CSV,CC BY-NC,V2.17,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,4f2a1f4191bc600ce6e654f2c1646ad7,141,108,107708XS02_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,179.6389,77f837c1640910f2879184d61ef1df48
44,19,,,-7420,-17915,50-100,100-200,fragment,brown,,,19,V2.18,34e599ab99c4455d53e511afc8919c96,0.824648,0.7,TRUE,5.656159,4,TRUE,TRUE,4,4,CUES_March242022_a_top_100_26-500019.CSV,CC BY-NC,V2.18,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,7699f9235ac5e89c9646be34dd73ea26,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
45,20,,,-7076,-19300,<50,100-200,fiber/filament,translucent,,,20,V2.19,34e599ab99c4455d53e511afc8919c96,0.885309,0.7,TRUE,8.256773,4,TRUE,TRUE,5,4,CUES_March242022_a_top_100_26-500020.CSV,CC BY-NC,V2.19,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,5499b873e534c634c5941450d0761aa6,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
46,21,,,-7290,-19625,50-100,100-200,fragment,brown,,,21,V2.20,830fa010afd1bb6c42b41c49ba83886e,0.554964,0.7,FALSE,3.83808,4,FALSE,FALSE,1,5,CUES_March242022_a_top_100_26-500021.CSV,CC BY-NC,V2.20,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,268083f16196aa2a16b48c64356ae934,8,108,Reflectance_4_C5_2,Win Cowger and Sebastian Primpke,FTIR,coal,,,,Reflectance,None,,,,,,,,,,,,,,,,,C5,primpke_330,,4_C5,,,,,,,,,,,,,,coal,chunk,black,Kohlekohle_edeka2 | Av. of 3,AWI,ATR,Holzkohle_edeka2-av,Found missing WWTP check,natural substance,natural substance,coal,C,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,1739,330,330,330,,,30,,,Edeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,398.2553,77f837c1640910f2879184d61ef1df48
47,22,,,-6505,-14389,100-200,100-200,fragment,brown,,,22,V2.21,ae07f7188d630da2c149642fd2fd1563,0.805177,0.7,TRUE,7.433574,4,TRUE,TRUE,2,5,CUES_March242022_a_top_100_26-500022.CSV,CC BY-NC,V2.21,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,da6ad31819ebaa88160d5ff4efae7f31,132,143,Reflectance_4_E9_0,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Reflectance,None,,,,,,,,,,,,,,,,,E9,primpke_356-357,,4_E9,,,,,,,,,,,,,,tomato skin,,orange,"Tomato_skin_zncl2_repIII_4_d_turned-Av.0, Tomato_skin_zncl2_repIII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,82.33301,77f837c1640910f2879184d61ef1df48
48,23,,,-6840,-8486,50-100,100-200,fragment,brown,,good match to polyolefins (polyethylene and PP),23,V2.22,9003be37998a5641242817a041ca9a17,0.812316,0.7,TRUE,6.207786,4,TRUE,TRUE,3,5,CUES_March242022_a_top_100_26-500023.CSV,CC BY-NC,V2.22,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,4362dd4303a7e5e82f403ce7c51e5764,111,118,polyethylene_201_aline,Aline Carvalho,FTIR,polyethylene,,,,ATR,ATR correction,"Thermo Nicolet 670, Thermo Fisher Scientific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,(ATR diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(ETHYLENE),https://www.polymerdatabase.com/polymers/polyethylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,75.33113,77f837c1640910f2879184d61ef1df48
49,24,,,-6590,-6255,<50,300-400,fiber/filament,translucent,,,24,V2.23,34e599ab99c4455d53e511afc8919c96,0.824651,0.7,TRUE,9.019677,4,TRUE,TRUE,4,5,CUES_March242022_a_top_100_26-500024.CSV,CC BY-NC,V2.23,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,655d6209f5dbaff593366bac3f0d709d,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
