particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x.x,y.x,file_name,license,col_id,session_id,file_id.x,x.y,y.y,SpectrumID,Organization,SpectrumType,SpectrumIdentity,Polymer.Category,LibraryType,OWNER,SpectralCollectionMode,Preprocessing,InstrumentUsed,RRUFFID,IDEAL CHEMISTRY,LOCALITY,SOURCE,STATUS,URL,MEASURED CHEMISTRY,OtherInformation,JCAMP-DX,YFACTOR,YUNITS,InstrumentMode,DELTAX,Sponsor,Color,Cell,ID,Comment,cell_plate_id,Form..film..foam.pliable..hard.,Brand,Item,Location,Notes,Longest.dimension,Width,Depth,Particle.mass..mg.,Tg..oC.,Tm..oC.,Onset....,Enthalpy..J.g.,Substance,Form,Colour,Filename,SourceDatabase,Method...49,File,QA/QC,Natural /Synthetic,Plastic/other,framework,Abbreviation,Source ID,Method...57,morphology,color,final_polymer_assignment,Citation,Plate,Itteration,SpectralResolution,InstrumentAccessories,Wavenumber_Range,PIN_ID,ORIENTATION,ID merged database,Database ID WWTP Paper/Kirstie/FLOPPE...70,Database ID WWTP Paper/Kirstie/FLOPPE...71,ID (ESM1),Longest_dimension,width,Cluster2018/WWTP,PRESSURE,TEMPERATURE,MaterialForm,MaterialProducer,NumberofAccumulations,TIME,Ratio against background,Truncated,ElementMultiply or ElementDivide,Collection length,Apodization,Bench serial number,Subtraction or Addition,Baseline Correction,Smooth,%Transmittance->Absorbance,Sample gain,Number of background scans,Background gain,Sample spacing,Number of scan points,Resolution points,Number of FFT points,ZPD,Library ID Shortform,Grating,Hole size (nm),Slit (um),Filter (%),Delay (s),DATE,MOLFORM,$NIST SOURCE,$NIST DOC FILE,$NIST PSD FILE,APERTURE,BEAMSPLITTER,DETECTOR (DIA. DET. PORT IN SPHERE),SPHERE DIAMETER,ACQUISITION MODE,SCANNER SPEED,PHASE CORRECTION,ZEROFILLING,WAVENUMBER ACCURACY,LOW PASS FILTER,SWITCH GAIN ON,$NIST ID,COADDED SCANS,PHASE RESOLUTION,MW,ContactInfo,CASNumber,MaterialQuality,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,DENSITY,new_label,polymer_class,plastic_or_not,url_polymer_class,polymer,url_polymer,url_more_info,snr_deriv,file_id.y
32,7,,,-3888,-4922,<50,100-200,fiber/filament,translucent,,,7,V2.6,34e599ab99c4455d53e511afc8919c96,0.863662,0.7,TRUE,7.455233,4,TRUE,TRUE,2,2,BigMeadow_March182022_1_100_26-500007.CSV,CC BY-NC,V2.6,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,fb943f8c3f5258e6cc685f77b3a62fd5,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
33,8,,,-3732,-4933,<50,400-500,fiber/filament,translucent,,,8,V2.7,34e599ab99c4455d53e511afc8919c96,0.942274,0.7,TRUE,9.878648,4,TRUE,TRUE,3,2,BigMeadow_March182022_1_100_26-500008.CSV,CC BY-NC,V2.7,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,966925c07284fcb138d179793f38642e,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
34,9,,,-3704,-2749,<50,300-400,fiber/filament,translucent,,,9,V2.8,1ea98c5515bcc91eef87a3568a8b6e93,0.852749,0.7,TRUE,4.46049,4,TRUE,TRUE,4,2,BigMeadow_March182022_1_100_26-500009.CSV,CC BY-NC,V2.8,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,79cbdbd6fb375a960aad5a08c352b8d8,200,25,./Olive pit outer cuticle.dx kimmel,Kimmel_Center,FTIR,Olive pit fresh_peel,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 17:57:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,112.2254,77f837c1640910f2879184d61ef1df48
35,10,,,-4218,-17874,50-100,50-100,fragment,black,,,10,V2.9,404642ae6bd1c2d68a283d484ed0f7fd,0.846821,0.7,TRUE,9.138564,4,TRUE,TRUE,5,2,BigMeadow_March182022_1_100_26-500010.CSV,CC BY-NC,V2.9,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3a2d876f0856575c6466c34007b06fa9,80,53,Transmission_4_E8_3,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Transmission,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,123.5462,77f837c1640910f2879184d61ef1df48
36,11,,,-3882,-13337,50-100,50-100,fragment,brown,,,11,V2.10,f0874e1863afcf6a48b170493157dd6f,0.894889,0.7,TRUE,5.869798,4,TRUE,TRUE,1,3,BigMeadow_March182022_1_100_26-500011.CSV,CC BY-NC,V2.10,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,22490af7029d8eea8626d9da3148880a,47,198,Reflectance_5_C9_3,Win Cowger and Sebastian Primpke,FTIR,Camel Hair,,,,Reflectance,None,,,,,,,,,,,,,,,,,C9,primpke_camel hair NL,,5_C9,,,,,,,,,,,,,,Camel Hair,,,,,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,77.29509,77f837c1640910f2879184d61ef1df48
37,12,,,-3523,-3081,<50,100-200,fiber/filament,translucent,Close to edge.,,12,V2.11,e4010f428de777ad791439916a742b4d,0.874543,0.7,TRUE,3.619564,4,FALSE,FALSE,2,3,BigMeadow_March182022_1_100_26-500012.CSV,CC BY-NC,V2.11,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3eba79bb6ffd8e4c4f48b1ec57f5a7fd,10,188,Transmission_5_A8_3,Win Cowger and Sebastian Primpke,FTIR,fibre_kapok,,,,Transmission,None,,,,,,,,,,,,,,,,,A8,primpke_106,,5_A8,,,,,,,,,,,,,,fibre_kapok,fibre,white,Kapok-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_kapok,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,3,,,,,,84,106,106,106,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,35.28944,77f837c1640910f2879184d61ef1df48
38,13,,,-3320,-2251,50-100,50-100,fragment,white,"At filter edge, iffy spectra",,13,V2.12,f58a0b0e0e6e1ff8ad4cc7636b2b132d,0.774863,0.7,TRUE,2.846581,4,FALSE,FALSE,3,3,BigMeadow_March182022_1_100_26-500013.CSV,CC BY-NC,V2.12,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,274f5aa1487713dc789031859a9446b2,23,202,127438XS01_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,85.83384,77f837c1640910f2879184d61ef1df48
39,14,,,-3298,-7794,<50,<50,fragment,white,"Interesting spectra*** Omnic open specy says 70.84 organic matter, 70.32 organic matter",,14,V2.13,0e1e0120ef38de4c4a19d605c517b72f,0.874458,0.7,TRUE,8.050884,4,TRUE,TRUE,4,3,BigMeadow_March182022_1_100_26-500014.CSV,CC BY-NC,V2.13,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,053c50b78accf2273dd7c437f1162c92,76,12,./Collagen Cornea porcine fresh.dx kimmel,Kimmel_Center,FTIR,Cornea porcine treated sample 6 slice 13 repeat,NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-0.24106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/11/2016 15:27:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,450.5179,77f837c1640910f2879184d61ef1df48
40,15,,,-3609,-15696,100-200,100-200,fragment,white,,,15,V2.14,404642ae6bd1c2d68a283d484ed0f7fd,0.834177,0.7,TRUE,12.8003,4,TRUE,TRUE,5,3,BigMeadow_March182022_1_100_26-500015.CSV,CC BY-NC,V2.14,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,b6440e118c22ce7c12038f0f4819b53b,80,53,Transmission_4_E8_3,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Transmission,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,123.5462,77f837c1640910f2879184d61ef1df48
41,16,,,-3206,-12986,<50,<50,fragment,translucent,"On wire corner. Interesting spectra*** Omnic open specy says organic matter 69.32, organic matter 68.85",,16,V2.15,4fa88c20bc39b948307da40c55cbc1ff,0.83285,0.7,TRUE,6.40853,4,TRUE,TRUE,1,4,BigMeadow_March182022_1_100_26-500016.CSV,CC BY-NC,V2.15,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,789494dc004bf48cdadc83fbdaa2955e,22,66,ATR_5_C9_2,Win Cowger and Sebastian Primpke,FTIR,Camel Hair,,,,ATR,None,,,,,,,,,,,,,,,,,C9,primpke_camel hair NL,,5_C9,,,,,,,,,,,,,,Camel Hair,,,,,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,191.9027,77f837c1640910f2879184d61ef1df48
42,17,,,-2502,-2572,50-100,50-100,fragment,black,Close to edge.,,17,V2.16,3f7480edcdbcc65d84b3705eb1e7a2a6,0.868593,0.7,TRUE,7.321642,4,TRUE,TRUE,2,4,BigMeadow_March182022_1_100_26-500017.CSV,CC BY-NC,V2.16,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,8e614606145437ddc9a136346ba7819b,153,52,298004XN03_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,51.07503,77f837c1640910f2879184d61ef1df48
43,18,,,-3081,-19596,50-100,50-100,fragment,brown,,,18,V2.17,74c13656c90e988a322e87219426f077,0.79188,0.7,TRUE,5.77015,4,TRUE,TRUE,3,4,BigMeadow_March182022_1_100_26-500018.CSV,CC BY-NC,V2.17,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,a2d40a2467485c9f902cf9f7f39f267c,108,96,127446XS01_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,114.6669,77f837c1640910f2879184d61ef1df48
44,19,,,-3054,-19077,<50,100-200,fiber/filament,translucent,,,19,V2.18,34e599ab99c4455d53e511afc8919c96,0.892116,0.7,TRUE,13.33769,4,TRUE,TRUE,4,4,BigMeadow_March182022_1_100_26-500019.CSV,CC BY-NC,V2.18,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,7093e816ef56205f28ba11fb734af846,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
45,20,,,-2426,-6460,<50,300-400,fiber/filament,translucent,,,20,V2.19,0465e1fcf8316a052008827df7c4bc8f,0.896278,0.7,TRUE,9.58352,4,TRUE,TRUE,5,4,BigMeadow_March182022_1_100_26-500020.CSV,CC BY-NC,V2.19,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,11a31a91460aabbe1dfd4f65c43a8627,150,4,Cotton 13. Yellow Fiber,"FLOPP, De Frond et al. 2021",FTIR,Cotton 13. Yellow Fiber,NA,Polymers,Nicolet,,,Nicolet iN10 MX,,,,Thermo Fisher Scientific Corporation,,,,https://doi.org/10.1021/acs.analchem.1c02549,5.01 $$ Nicolet v. 970,1.00E-08,TRANSMITTANCE,TRANSMITTANCE,1.928548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,32,16:49:34,Ratio against background,Truncated,ElementMultiply or ElementDivide,11.18 sec,N-B strong;,ALK1911898;,,,,,1,32,1,2,8480,4096,8192,4096,,,,,,,########,,,,,,,,,,,Mertz;,,,,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,250.0756,77f837c1640910f2879184d61ef1df48
46,21,,,-2437,-10854,50-100,50-100,fragment,black,"Depth in Z, looks mineral.",,21,V2.20,9f766325e434d3ef03190dc43ecdc037,0.86485,0.7,TRUE,6.935641,4,TRUE,TRUE,1,5,BigMeadow_March182022_1_100_26-500021.CSV,CC BY-NC,V2.20,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,b77fabd31992b78c9d8b72a0a0a8d0e3,133,131,73635XS04_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,91.36149,77f837c1640910f2879184d61ef1df48
47,22,,,-3007,-22433,50-100,50-100,fragment,brown,At filter edge.,,22,V2.21,f58a0b0e0e6e1ff8ad4cc7636b2b132d,0.779449,0.7,TRUE,3.320767,4,FALSE,FALSE,2,5,BigMeadow_March182022_1_100_26-500022.CSV,CC BY-NC,V2.21,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,8568c1a81340fdce0c4065b18f322162,23,202,127438XS01_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,85.83384,77f837c1640910f2879184d61ef1df48
48,23,,,-2219,-5849,50-100,100-200,film,white,Wrapped on wire,,23,V2.22,0465e1fcf8316a052008827df7c4bc8f,0.884184,0.7,TRUE,6.121621,4,TRUE,TRUE,3,5,BigMeadow_March182022_1_100_26-500023.CSV,CC BY-NC,V2.22,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,ffce2e7af09d5c0e51d7627849bc44a7,150,4,Cotton 13. Yellow Fiber,"FLOPP, De Frond et al. 2021",FTIR,Cotton 13. Yellow Fiber,NA,Polymers,Nicolet,,,Nicolet iN10 MX,,,,Thermo Fisher Scientific Corporation,,,,https://doi.org/10.1021/acs.analchem.1c02549,5.01 $$ Nicolet v. 970,1.00E-08,TRANSMITTANCE,TRANSMITTANCE,1.928548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,32,16:49:34,Ratio against background,Truncated,ElementMultiply or ElementDivide,11.18 sec,N-B strong;,ALK1911898;,,,,,1,32,1,2,8480,4096,8192,4096,,,,,,,########,,,,,,,,,,,Mertz;,,,,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,250.0756,77f837c1640910f2879184d61ef1df48
49,24,,,-2422,-21764,<50,50-100,film,translucent,On wire,too much noise,24,V2.23,a3839c7f6082d9a237fb921ba2e7ac9a,0.731074,0.7,TRUE,3.688412,4,FALSE,FALSE,4,5,BigMeadow_March182022_1_100_26-500024.CSV,CC BY-NC,V2.23,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,75b95287b6d1779c80642886bf3e0664,183,134,polystyrene_487_aline,Aline Carvalho,FTIR,polystyrene,,,,ATR,ATR correction,"Thermo Nicolet 670, Thermo Fisher Scientific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,(ATR diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)",plastic,https://www.polymerdatabase.com/polymer%20index/polystyrenes.html,POLYSTYRENE,https://www.polymerdatabase.com/polymers/polystyrene.html,https://www.polymerdatabase.com/polymer%20classes/Polystyrene%20type.html,43.83206,77f837c1640910f2879184d61ef1df48
50,25,,,-2062,-10026,50-100,50-100,fragment,brown,"Interesting spectra*** Omnic open specy says other material 82.75, organic material 82.66",,25,V2.24,f30378bd77895d746276be60fe56644e,0.838285,0.7,TRUE,5.640359,4,TRUE,TRUE,5,5,BigMeadow_March182022_1_100_26-500025.CSV,CC BY-NC,V2.24,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,478dfdb2fd92090d186e2c9544c069e5,31,200,"./Collagen (fossil more than 50,000 BP).dx kimmel",Kimmel_Center,FTIR,"Collagen (fossil >50,000 BP)",NA,"Organic Materials, Minerals, Archeology",unknown,,,unknown,,,,unknown,,,,"absorbance of natural & biogenic material of archeological interest. Collected and provided by Prof. Steven Weiner from Kimmel Center for Archaeological Science, Weizmann Institute of Science, Israel",5.01 $$ datafile exported by Spectragryph v.1.2.15,1,ABSORBANCE,absorbance,-1.92847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,18875.5,77f837c1640910f2879184d61ef1df48
51,1,,,-1633,-6677,50-100,50-100,fragment,white,,,1,V2,546c05b30cd89588fb652e5162f4a8a4,0.752784,0.7,TRUE,3.912222,4,FALSE,FALSE,1,1,BigMeadow_March182022_1_100_51-750001.CSV,CC BY-NC,V2,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,7a1c4140d949c3cae763d3a4783c7db6,194,69,Reflectance_4_H9_3,Win Cowger and Sebastian Primpke,FTIR,fibre_linen,,,,Reflectance,None,,,,,,,,,,,,,,,,,H9,primpke_121,,4_H9,,,,,,,,,,,,,,fibre_linen,fibre,brown,Flachs-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_linen,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,3,,,,,,65,121,121,121,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,25.77418,77f837c1640910f2879184d61ef1df48
52,2,,,-1758,-10544,100-200,100-200,fragment,translucent,"Depth in Z, looks mineral.",,2,V2.1,91e6816662cc5b434dfd9e897c41f55b,0.709728,0.7,TRUE,10.12613,4,TRUE,TRUE,2,1,BigMeadow_March182022_1_100_51-750002.CSV,CC BY-NC,V2.1,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,277503f820cdd4a1f3df1d4c66ed1ffb,40,120,303335XS04_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,288.855,77f837c1640910f2879184d61ef1df48
