particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x.x,y.x,file_name,license,col_id,session_id,file_id.x,x.y,y.y,SpectrumID,Organization,SpectrumType,SpectrumIdentity,Polymer.Category,LibraryType,OWNER,SpectralCollectionMode,Preprocessing,InstrumentUsed,RRUFFID,IDEAL CHEMISTRY,LOCALITY,SOURCE,STATUS,URL,MEASURED CHEMISTRY,OtherInformation,JCAMP-DX,YFACTOR,YUNITS,InstrumentMode,DELTAX,Sponsor,Color,Cell,ID,Comment,cell_plate_id,Form..film..foam.pliable..hard.,Brand,Item,Location,Notes,Longest.dimension,Width,Depth,Particle.mass..mg.,Tg..oC.,Tm..oC.,Onset....,Enthalpy..J.g.,Substance,Form,Colour,Filename,SourceDatabase,Method...49,File,QA/QC,Natural /Synthetic,Plastic/other,framework,Abbreviation,Source ID,Method...57,morphology,color,final_polymer_assignment,Citation,Plate,Itteration,SpectralResolution,InstrumentAccessories,Wavenumber_Range,PIN_ID,ORIENTATION,ID merged database,Database ID WWTP Paper/Kirstie/FLOPPE...70,Database ID WWTP Paper/Kirstie/FLOPPE...71,ID (ESM1),Longest_dimension,width,Cluster2018/WWTP,PRESSURE,TEMPERATURE,MaterialForm,MaterialProducer,NumberofAccumulations,TIME,Ratio against background,Truncated,ElementMultiply or ElementDivide,Collection length,Apodization,Bench serial number,Subtraction or Addition,Baseline Correction,Smooth,%Transmittance->Absorbance,Sample gain,Number of background scans,Background gain,Sample spacing,Number of scan points,Resolution points,Number of FFT points,ZPD,Library ID Shortform,Grating,Hole size (nm),Slit (um),Filter (%),Delay (s),DATE,MOLFORM,$NIST SOURCE,$NIST DOC FILE,$NIST PSD FILE,APERTURE,BEAMSPLITTER,DETECTOR (DIA. DET. PORT IN SPHERE),SPHERE DIAMETER,ACQUISITION MODE,SCANNER SPEED,PHASE CORRECTION,ZEROFILLING,WAVENUMBER ACCURACY,LOW PASS FILTER,SWITCH GAIN ON,$NIST ID,COADDED SCANS,PHASE RESOLUTION,MW,ContactInfo,CASNumber,MaterialQuality,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,DENSITY,new_label,polymer_class,plastic_or_not,url_polymer_class,polymer,url_polymer,url_more_info,snr_deriv,file_id.y
11,11,,,-8271,-9142,50-100,50-100,fragment,translucent,"Interesting spectra*** Omnic open specy says 75.79 cellulose derivative other, 75.76 polyolefins polyalkenes",,11,V2.10,73be550af55ce02fa1ec49fc34361607,0.684632,0.7,FALSE,4.468094,4,TRUE,FALSE,1,3,BigMeadow_March182022_1_100_1-250011.CSV,CC BY-NC,V2.10,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,d2886dc2b2af169fe9258f3656adb08f,142,95,Vesuvianite__R050233__Broad_Scan__780__0__unoriented__Raman_Data_RAW__17524,RRUFF,Raman,Vesuvianite,NA,Minerals,RRUFF,,,,R050233,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_","Ludwig, Nevada, USA",Marcus Origlieri,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,rruff.info/R050233,Ca_19.00_(Al_10.04_Mg_2.54_Fe^2+^_0.42_)_Î£=13_(Si_17.96_Al_0.04_)_Î£=18_O_68_((OH)_9.66_F_0.34_)_Î£=10_ ; Boron not analyzed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pale green euhedral single crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERAL,not plastic,https://www.dictionary.com/browse/mineral,,,,307.9543,77f837c1640910f2879184d61ef1df48
12,12,,,-7939,-7350,<50,200-300,fiber/filament,brown,Depth in Z,,12,V2.11,76722511a02d46667972c238b561aef0,0.662769,0.7,FALSE,3.429919,4,FALSE,FALSE,2,3,BigMeadow_March182022_1_100_1-250012.CSV,CC BY-NC,V2.11,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,b8a8422fe9a2a2bb7bf63e493a3b8f4f,202,97,Chrysoberyl__R110114__Broad_Scan__780__0__unoriented__Raman_Data_RAW__22569,RRUFF,Raman,Chrysoberyl,NA,Minerals,RRUFF,,,,R110114,BeAl_2_O_4_,Synthetic,Gemological Institute of America,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,rruff.info/R110114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A cut, blue-green to purple (dependent on incident light source) (0.80ct) alexandrite gemstone, grown by crystal pulling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERAL,not plastic,https://www.dictionary.com/browse/mineral,,,,2143.981,77f837c1640910f2879184d61ef1df48
13,13,,,-7692,-6965,50-100,50-100,fragment,black,,,13,V2.12,015f8c46caef966c000d5e3ae7cda3d2,0.842349,0.7,TRUE,5.72308,4,TRUE,TRUE,3,3,BigMeadow_March182022_1_100_1-250013.CSV,CC BY-NC,V2.12,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,6a7dbc59780b9f252bb1dab7362e5612,25,2,298004XN01_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,50.83841,77f837c1640910f2879184d61ef1df48
14,14,,,-7725,-8169,<50,100-200,fiber/filament,translucent,,,14,V2.13,34e599ab99c4455d53e511afc8919c96,0.938565,0.7,TRUE,9.636226,4,TRUE,TRUE,4,3,BigMeadow_March182022_1_100_1-250014.CSV,CC BY-NC,V2.13,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,6214d898b5057abf63e9a61f6ac9ee89,4,44,Transmission_4_H5_2,Win Cowger and Sebastian Primpke,FTIR,fibre_cotton_US_pima,,,,Transmission,None,,,,,,,,,,,,,,,,,H5,primpke_48,,4_H5,,,,,,,,,,,,,,fibre_cotton_US_pima,fibre,white,Baumwolle_US Pima-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_cotton_US_pima,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,2,,,,,,22,48,48,48,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,65.48949,77f837c1640910f2879184d61ef1df48
15,15,,,-7531,-8158,<50,<50,fragment,translucent,"On wire, iffy spectra",,15,V2.14,15d2ec231bb914460f3dde0922b0e309,0.720593,0.7,TRUE,5.149878,4,TRUE,TRUE,5,3,BigMeadow_March182022_1_100_1-250015.CSV,CC BY-NC,V2.14,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,c2156f99d136a7d6d0fde9e63b45bc01,146,18,Reflectance_3_H1_3,Win Cowger and Sebastian Primpke,FTIR,gum rosin,,,,Reflectance,None,,,,,,,,,,,,,,,,,H1,primpke_972,,3_H1,,,,,,,,,,,,,,gum rosin,granular,brown,R-2020-06-001_Gum rosin_a-Av.0,AWI,ATR,XUDOAI,,natural substance,natural,,gum rosin,60895-250g,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,3,3,,,,,,878,972,972,972,,,,,,sigma-Aldrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,427.9042,77f837c1640910f2879184d61ef1df48
16,16,,,-7767,-8463,50-100,50-100,fragment,white,,,16,V2.15,3f7480edcdbcc65d84b3705eb1e7a2a6,0.837754,0.7,TRUE,8.12873,4,TRUE,TRUE,1,4,BigMeadow_March182022_1_100_1-250016.CSV,CC BY-NC,V2.15,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,871225ef39975f5374e3d40e35bbb00b,153,52,298004XN03_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,51.07503,77f837c1640910f2879184d61ef1df48
17,17,,,-7219,-7668,50-100,50-100,fragment,white,Looks mineral,,17,V2.16,13c90ef93c66fa2882cf7110a6c17038,0.653493,0.7,FALSE,8.328643,4,TRUE,FALSE,2,4,BigMeadow_March182022_1_100_1-250017.CSV,CC BY-NC,V2.16,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,2101b323435b8791886a00736252739c,188,16,Reflectance_7_G10_3,Win Cowger and Sebastian Primpke,FTIR,PP,,,,Reflectance,None,,,,,,,,,,,,,,,,,G10,Lisa_A4_O_300_53_3,,7_G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Line/Filament,weiß,PP,"Roscher, Lisa; Fehres, Annika; Reisel, Lorenz; Halbach, Maurits; Scholz-BÃ¶ttcher, Barbara; Gerriets, Michaela; Badewien, Thomas H; Shiravani, Gholamreza; Wurpts, Andreas; Primpke, Sebastian; Gerdts, Gunnar (2021): Abundances of large microplastics (L-MP, 500-5000 Âµm) in surface waters of the Weser estuary and the German North Sea (April 2018). PANGAEA, https://doi.org/10.1594/PANGAEA.938143",7,3,,,,,,,,,,1721,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(PROPYLENE),https://www.polymerdatabase.com/polymers/polypropylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,47.60743,77f837c1640910f2879184d61ef1df48
18,18,,,-6753,-8342,<50,<50,fragment,white,"On wire, iffy spectra",good match for polycarbonate,18,V2.17,a9488e6df927b6f1167f728edee3975a,0.715217,0.7,TRUE,19.00147,4,TRUE,TRUE,3,4,BigMeadow_March182022_1_100_1-250018.CSV,CC BY-NC,V2.17,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,e1eb3cc0e72b2ac8f814b0bedaa52d83,133,139,Reflectance_3_G11_3,Win Cowger and Sebastian Primpke,FTIR,polycarbonate,,,,Reflectance,None,,,,,,,,,,,,,,,,,G11,primpke_322,,3_G11,,,,,,,,,,,,,,polycarbonate,pellet,transparent,Bayreuth PC-Av.0,AWI,ATR,Betec,,synthetic polymer,plastic,polycarbonate,PC,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,3,3,,,,,,27,322,322,322,,,6,,,Bayreuth University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLYCARBONATES,plastic,https://www.polymerdatabase.com/polymer%20index/polycarbonates.html,,,,643.0872,77f837c1640910f2879184d61ef1df48
19,19,,,-6571,-3999,50-100,50-100,fragment,brown,"At filter edge, iffy spectra",,19,V2.18,b524be0f72e3a5ea2d65c95dc80d4fa5,0.886086,0.7,TRUE,6.292723,4,TRUE,TRUE,4,4,BigMeadow_March182022_1_100_1-250019.CSV,CC BY-NC,V2.18,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,c7a90a75d7ab61dccc2615d45285dd7e,152,149,297915XN04_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,72.85759,77f837c1640910f2879184d61ef1df48
20,20,,,-6628,-20312,<50,50-100,fiber/filament,translucent,"At filter edge, disappears underneath washer",,20,V2.19,43ac174ca1ed6c92c1e3cd2fbd3993d7,0.84391,0.7,TRUE,4.604059,4,TRUE,TRUE,5,4,BigMeadow_March182022_1_100_1-250020.CSV,CC BY-NC,V2.19,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,6eb10da1734fda0c071e4d66edc62820,22,56,73636XS04_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,89.68474,77f837c1640910f2879184d61ef1df48
21,21,,,-6222,-17274,100-200,100-200,fragment,translucent,Interesting spectra*** Omnic open specy says 75.99 polyolefins polyalkenes,good match for polyolefins,21,V2.20,0c9bb4209381a947ce78174046478864,0.860829,0.7,TRUE,22.36385,4,TRUE,TRUE,1,5,BigMeadow_March182022_1_100_1-250021.CSV,CC BY-NC,V2.20,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,f784698387a3141a0c5fab3adf234b26,39,11,Reflectance_7_E6_0,Win Cowger and Sebastian Primpke,FTIR,PE,,,,Reflectance,None,,,,,,,,,,,,,,,,,E6,Lisa_A6_O_300_53_7,,7_E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragment,transparent,PE,"Roscher, Lisa; Fehres, Annika; Reisel, Lorenz; Halbach, Maurits; Scholz-BÃ¶ttcher, Barbara; Gerriets, Michaela; Badewien, Thomas H; Shiravani, Gholamreza; Wurpts, Andreas; Primpke, Sebastian; Gerdts, Gunnar (2021): Abundances of large microplastics (L-MP, 500-5000 Âµm) in surface waters of the Weser estuary and the German North Sea (April 2018). PANGAEA, https://doi.org/10.1594/PANGAEA.938143",7,0,,,,,,,,,,1568,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(ETHYLENE),https://www.polymerdatabase.com/polymers/polyethylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,219.4472,77f837c1640910f2879184d61ef1df48
22,22,,,-6272,-5536,<50,50-100,fiber/filament,black,"Disappears behind wire, possibly longer.",,22,V2.21,27bc09df130f6b88f6f2af39a62df822,0.837195,0.7,TRUE,9.447676,4,TRUE,TRUE,2,5,BigMeadow_March182022_1_100_1-250022.CSV,CC BY-NC,V2.21,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,3933a6865e3f48231985d72885ddea93,88,33,29Primpke,Primpke et al. 2018,FTIR,cellulose,Other - bioplastic,"Polymer, Minerals, Organic Materials",,,,,,,,,,,,https://doi.org/10.1007/s00216-018-1156-x,,,,ATR,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,973.6087,77f837c1640910f2879184d61ef1df48
23,23,,,-5930,-3489,50-100,50-100,fragment,white,At edge of filter,,23,V2.22,f58a0b0e0e6e1ff8ad4cc7636b2b132d,0.748148,0.7,TRUE,4.53891,4,TRUE,TRUE,3,5,BigMeadow_March182022_1_100_1-250023.CSV,CC BY-NC,V2.22,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,2a8ffc643fd5cb530f600903faf71edc,23,202,127438XS01_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,85.83384,77f837c1640910f2879184d61ef1df48
24,24,,,-5918,-9219,50-100,50-100,fragment,yellow,Looks mineral,,24,V2.23,4841eb01cbe8305a0fe371b8e5887be6,0.845781,0.7,TRUE,5.549472,4,TRUE,TRUE,4,5,BigMeadow_March182022_1_100_1-250024.CSV,CC BY-NC,V2.23,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,35262d7bb4ca8c50ad450eeb729251b4,37,60,Reflectance_4_E8_0,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Reflectance,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,390.6284,77f837c1640910f2879184d61ef1df48
25,25,,,-6186,-16777,100-200,100-200,fragment,white,"Depth in Z, looks mineral.",,25,V2.24,9a5fb68d78aeaa1267ba18764701af96,0.68672,0.7,FALSE,12.6859,4,TRUE,FALSE,5,5,BigMeadow_March182022_1_100_1-250025.CSV,CC BY-NC,V2.24,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,49dcc135bcce96ad5bfa66bea2f82a10,68,127,Transmission_5_H12_0,Win Cowger and Sebastian Primpke,FTIR,alkyd_varnish,,,,Transmission,None,,,,,,,,,,,,,,,,,H12,primpke_91,,5_H12,,,,,,,,,,,,,,alkyd_varnish,foil,blue,4_Hochglanzlack_Brillux_blau-Av.0,AWI,ATR,Betec,,synthetic polymer,varnish,alkyd varnish,alkyd_varnish,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,0,,,,,,6,91,91,91,,,12,,,Brillux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER PLASTIC,plastic,Plastic that doesn't fit the other categories that we have definitions for.,,,,224.1106,77f837c1640910f2879184d61ef1df48
26,1,,,-4896,-3520,<50,300-400,fiber/filament,brown,"At edge of filter, possibly connected to particle 26-50 #2.",,1,V2,9fde3d7f50d22021fd13e8ed60e6a220,0.827689,0.7,TRUE,3.984609,4,FALSE,FALSE,1,1,BigMeadow_March182022_1_100_26-500001.CSV,CC BY-NC,V2,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,6fd98be7598cac1a9f771ce24fbffbdb,187,131,Transmission_5_A8_0,Win Cowger and Sebastian Primpke,FTIR,fibre_kapok,,,,Transmission,None,,,,,,,,,,,,,,,,,A8,primpke_106,,5_A8,,,,,,,,,,,,,,fibre_kapok,fibre,white,Kapok-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_kapok,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,0,,,,,,84,106,106,106,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,27.68588,77f837c1640910f2879184d61ef1df48
27,2,,,-4405,-3871,300-400,600-700,fragment,brown,,,2,V2.1,81d135e03d9adfb9c557735afd8b00d8,0.806437,0.7,TRUE,5.011713,4,TRUE,TRUE,2,1,BigMeadow_March182022_1_100_26-500002.CSV,CC BY-NC,V2.1,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,4914a25779d2b1ead4bf43983d3298f7,187,106,Reflectance_5_A8_0,Win Cowger and Sebastian Primpke,FTIR,fibre_kapok,,,,Reflectance,None,,,,,,,,,,,,,,,,,A8,primpke_106,,5_A8,,,,,,,,,,,,,,fibre_kapok,fibre,white,Kapok-Av.0,AWI,ATR,Betec,,natural polymer,natural substance,plant fibre,fibre_kapok,,ATR,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,5,0,,,,,,84,106,106,106,,,14,,,Faserinstitut Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,78.51975,77f837c1640910f2879184d61ef1df48
28,3,,,-4893,-3845,50-100,50-100,fragment,white,"Interesting spectra*** Omnic open specy says 80.16 polyvinylesters, 77.51 polyolefins polyalkenes","peaks looked fine, the top match was polyvinylesters (.82), but organic matter was the top 2-10 matches",3,V2.2,518974b8a93de5af0f536cab7fe506bb,0.815985,0.7,TRUE,15.14649,4,TRUE,TRUE,3,1,BigMeadow_March182022_1_100_26-500003.CSV,CC BY-NC,V2.2,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,8ccaf6c3a5fe1ff37cbe36a41c912494,130,67,198Primpke,Primpke et al. 2018,FTIR,poly(vinyl stearate),NA,"Polymer, Minerals, Organic Materials",,,,,,,,,,,,https://doi.org/10.1007/s00216-018-1156-x,,,,ATR,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyvinylesters,plastic,https://www.polymerdatabase.com/polymer%20index/polyvinylesters.html,POLY(VINYL STEARATE),https://www.polymerdatabase.com/polymers/polyvinylstearate.html,https://www.polymerdatabase.com/polymer%20classes/Polyvinylester%20type.html,2000.112,77f837c1640910f2879184d61ef1df48
29,4,,,-4353,-2670,<50,200-300,fiber/filament,white,"At edge of filter, iffy spectra, may not transmit",,4,V2.3,26f219b8b38a7073a857ca4ed6dc9ead,0.876361,0.7,TRUE,3.988401,4,FALSE,FALSE,4,1,BigMeadow_March182022_1_100_26-500004.CSV,CC BY-NC,V2.3,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,7dafaa40af6c0ce7b966337389d34311,143,32,297993XN02_usda,USDA,FTIR,Soil,,,,Reflection,,Bruker Vertex-70 with HTS-XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 cm-1,Cooled detector,"600 to 4000 cmâˆ’1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER MATERIAL,not plastic,Any material that doesn't fit within any of the above groups,,,,53.14023,77f837c1640910f2879184d61ef1df48
30,5,,,-4480,-6580,50-100,50-100,sphere/spheroid,yellow,Looks mineral,,5,V2.4,4841eb01cbe8305a0fe371b8e5887be6,0.861017,0.7,TRUE,5.391787,4,TRUE,TRUE,5,1,BigMeadow_March182022_1_100_26-500005.CSV,CC BY-NC,V2.4,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,1b707ff5ce224a306914d4cd967001fb,37,60,Reflectance_4_E8_0,Win Cowger and Sebastian Primpke,FTIR,tomato skin,,,,Reflectance,None,,,,,,,,,,,,,,,,,E8,primpke_358-359,,4_E8,,,,,,,,,,,,,,tomato skin,,,"Tomato_skin_zncl2_repII_4_d_turned-Av.0, Tomato_skin_zncl2_repII_4_a-Av.0",,,,,,,,,,,,,,Cowger et al. 'High Throughput FTIR Analysis of Macro and Microplastics with Plate Readers' in prep,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORGANIC MATTER,not plastic,"https://en.wikipedia.org/wiki/Organic_matter#:~:text=Organic%20matter%2C%20organic%20material%2C%20or,such%20as%20plants%20and%20animals.",,,,390.6284,77f837c1640910f2879184d61ef1df48
31,6,,,-4664,-11628,50-100,100-200,fragment,white,Depth in Z,,6,V2.5,36e24705ad0263e310fdbb9a69de8969,0.68569,0.7,FALSE,9.552716,4,TRUE,FALSE,1,2,BigMeadow_March182022_1_100_26-500006.CSV,CC BY-NC,V2.5,1400896ecb2ca13bbf30604dbad290da/eabb21fc5d29644c046230fd2192d83f,edfa9ff324ee0d056d664c48528a428c,147,45,Reflectance_7_H8_0,Win Cowger and Sebastian Primpke,FTIR,PE,,,,Reflectance,None,,,,,,,,,,,,,,,,,H8,Lisa_E3_O_300_53_2,,7_H8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragment,weiß,PE,"Roscher, Lisa; Fehres, Annika; Reisel, Lorenz; Halbach, Maurits; Scholz-BÃ¶ttcher, Barbara; Gerriets, Michaela; Badewien, Thomas H; Shiravani, Gholamreza; Wurpts, Andreas; Primpke, Sebastian; Gerdts, Gunnar (2021): Abundances of large microplastics (L-MP, 500-5000 Âµm) in surface waters of the Weser estuary and the German North Sea (April 2018). PANGAEA, https://doi.org/10.1594/PANGAEA.938143",7,0,,,,,,,,,,1083,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyolefins (POLYALKENES),plastic,https://www.polymerdatabase.com/polymer%20index/polyalkenes.html,POLY(ETHYLENE),https://www.polymerdatabase.com/polymers/polyethylene.html,https://www.polymerdatabase.com/polymer%20classes/Polyolefin%20type.html,206.2623,77f837c1640910f2879184d61ef1df48
